dom,samp,diff1,diff2,diff3
1,49,-164.207959512308,0.0222567287784727,-2.56671267540833
1,50,-283.957154359328,-6.15642972164711,2.08891189325971
1,51,12.6095583160804,-1.56084656084656,1.82752472969864
1,52,-58.9358753163106,5.98021624108581,-3.24177593742811
1,53,227.066310098919,7.10156429721647,-1.51535541752933
1,54,161.403324131585,0.385265700483096,4.15004600874165
1,55,-73.9634805613068,7.14912583390844,-1.83707154359328
1,56,6.28605935127689,-4.96399815965033,9.53485162180814
1,57,-207.29031515988,0.99833218311479,-2.00063262019784
1,58,40.8979181044406,-1.97866344605475,2.71169772256729
1,59,262.427133655395,4.92747872095698,-1.18846330802852
1,60,83.056188175754,-1.8794570968484,-0.361283643892342
1,61,87.3575454336324,-1.95197837589141,3.91862203818725
1,62,126.223544973544,5.89613526570049,0.215435932827241
1,63,-38.914768806073,2.68840579710145,1.55383022774327
1,64,-177.042500575109,5.11674718196457,-2.17512077294686
1,65,-177.983206809294,7.5383597883598,-4.47256728778468
1,66,3.93334483551826,5.27421210029906,-5.0212215320911
1,67,-269.118760064413,1.52070393374741,0.528295376121463
1,68,-115.910110420979,-2.09771106510237,1.027950310559
1,69,-154.555613066483,0.185760294455953,-1.43650793650794
1,70,-40.1250287554631,-4.79468599033816,0.210662525879918
1,71,170.546296296296,-1.99143087186565,-0.433344835518753
1,72,-158.726535541754,3.28462157809984,0.246664366229581
1,73,9.43518518518431,-1.6861053600184,0.852657004830917
1,74,-98.324246606855,0.164021164021172,0.0563031976075408
1,75,99.7055440533695,-1.1626984126984,5.09788359788359
1,76,-77.5184610075912,0.171152518978602,-0.628421900161037
1,77,226.691683919945,0.791580400276054,-0.758741660915568
1,78,63.456406717276,6.23332183114792,-2.4732574189096
1,79,5.39653784218899,-1.25258799171842,-1.73309178743961
1,80,-61.6180124223611,-3.3534046468829,-1.45922475270301
1,81,-73.0651023694509,-0.851219231654014,0.755233494363928
1,82,187.767655854613,-7.29250057510927,2.53163100989187
1,83,71.2819185645276,-4.61197377501725,2.21514837819185
1,84,-57.1427996319298,-5.02979066022544,2.98573729008511
1,85,-89.6852426961123,6.01386013342535,-3.90717736369911
1,86,-32.8185530250757,5.04399585921325,0.206579250057509
1,87,114.526800092017,-2.31222682309639,0.509259259259252
1,88,21.356912813435,4.55072463768116,-2.66074304117782
1,89,12.4147688060721,-1.33201058201058,0.465090867264777
1,90,216.20594662986,-0.915228893489761,-0.909535311709227
1,91,116.136818495514,-0.579710144927532,-2.98539222452266
1,92,-276.838796871405,-4.0865539452496,0.844145387623648
1,93,-85.6139866574649,-4.60869565217391,1.18898090637221
1,94,-182.505233494364,4.59518058431102,2.00074764205198
1,95,45.9084426040945,2.32746721877157,2.24229353577179
1,96,-180.93489763055,0.00546353807223454,-1.83350586611456
1,97,299.933919944789,-0.0609615827007133,-0.545376121463079
1,98,-161.811306648264,3.54468599033817,-4.81786289394985
1,99,137.410858063032,0.606452726017942,-1.1268115942029
1,100,-122.409075224293,1.18461007591443,-0.0823556475730385
1,101,-100.732056590752,7.82171612606395,-4.13865884518059
1,102,-96.6318150448587,-2.01483781918564,-4.55837359098229
1,103,-74.4118357487923,0.237002530480787,-0.247987117552341
1,104,-15.3742811134116,2.20514147688061,2.98309178743961
1,105,32.4155739590515,0.837531631009895,-1.67506326201978
1,106,14.3083160800543,-3.7138256268691,-2.62497124453646
1,107,-185.414538762365,-5.39987347596043,2.12658155049459
1,108,-220.381642512078,-3.67621348056131,3.05618817575339
1,109,54.3380492293536,-1.34656084656084,0.613929146537842
1,110,-10.6670692431562,5.65125373821026,-3.38917644352427
1,111,150.165056360709,1.93524269611227,-1.43915343915344
1,112,0.558316080054283,-3.53071083505866,0.449102829537615
1,113,-224.851621808144,-0.831895560156433,-4.34995399125835
1,114,43.9264435242694,-5.56895560156429,3.87997469519208
1,115,-143.362146307799,-4.74413388543823,-1.05043708304579
1,116,-55.9107430411777,-0.960662525879918,4.41528640441684
1,117,65.3836553945248,-2.62048539222452,-0.0353117092247501
1,118,97.26633310329,-2.40919024614677,0.186565447435008
1,119,134.098688750862,4.0376121463078,-0.551472279733147
1,120,18.2912928456399,-4.60512997469519,0.661778237865192
1,121,-154.586036346906,1.44087876696572,0.878881987577635
1,122,41.1399240855762,-3.14452495974235,0.126063952150908
1,123,61.4579020013798,4.318725557856,-2.49160340464688
1,124,61.3615711985267,-1.15171382562686,-0.0632045088566855
1,125,-243.664596273292,-3.81579250057511,2.77887048539223
1,126,-40.5115021854153,1.53646192776628,-1.50523349436394
1,127,-230.361283643892,-9.61576949620427,3.53450655624568
1,128,-68.9439268461001,2.61047849091327,1.67523579480101
1,129,12.9082125603863,3.81763285024155,1.57269381182424
1,130,101.683287324592,-3.51869105129975,-0.305670577409707
1,131,-15.1406142167007,0.931159420289859,-2.72285484242006
1,132,-132.575281803543,14.0588336783989,-0.276224982746719
1,133,-173.416666666667,-6.13992408557625,3.36214630779848
1,134,-150.816425120774,-4.10426731078905,-0.00155279503105987
1,135,-165.970841959973,0.638658845180593,-0.872843340234645
1,136,-17.7696112261328,2.5564182194617,2.07027835288704
1,137,5.39889579019928,-1.86576949620428,3.25661375661375
1,138,173.572693811824,-5.29215550954681,1.43806073153899
1,139,-169.65027605245,-2.51357257878996,-1.94156889809064
1,140,11.168449505406,-1.20859213250517,-0.538934897630547
1,141,122.043305728088,4.4595123073384,-2.14653784219002
1,142,-186.881067402806,3.95272601794341,-0.169657234874627
1,143,-101.415516448125,2.79382332643203,0.0739590522199123
1,144,133.157004830918,-3.61755233494363,2.04204048769266
1,145,32.5773521969168,-1.67811134115482,-0.151713825626871
1,146,-17.7956061651721,0.279503105590067,1.24016563146998
1,147,178.620657925006,2.34564067172763,-6.29669887278583
1,148,-57.4974120082816,1.83885438233264,1.86899010812054
1,149,22.7321141016791,-4.13831377961812,-0.313319530710835
1,150,-71.0001725327811,5.49953991258339,0.0548654244306377
1,151,40.5835633770412,-3.7336093857833,-1.130664826317
1,152,101.432022084196,3.1015067862894,-0.0363469059121257
1,153,14.6970324361628,5.14878076834599,-1.29583620887969
1,154,-115.855762594893,6.32832988267771,-0.593685300207042
1,155,10.1953646192778,5.41160570508397,-4.48700253048079
1,156,-88.4639406487231,-2.83379342074994,-0.579192546583855
1,157,-16.3512767425818,-0.360766045548651,-0.43133195307108
1,158,113.398205659075,-3.30101219231653,3.30900621118013
1,159,118.969979296066,-1.50368069933287,1.16275592362549
1,160,-49.969346675869,2.18783068783069,-3.13365539452496
1,161,151.340004600875,-9.56320450885668,2.07027835288704
1,162,97.7548309178737,-0.928398895790195,-1.0115596963423
1,163,90.7903151598794,-0.104094778007813,0.434552564987349
1,164,-84.8977455716586,-4.26340004600874,2.47630549804463
1,165,-32.7551759834369,2.3852657004831,0.833390844260407
1,166,124.539625028756,-3.73964803312629,4.78082585691281
1,167,-103.282378651945,-5.47245226593053,3.03864734299517
1,168,-79.4117782378653,1.98872785829307,-2.35179434092478
1,169,102.894927536232,0.605590062111808,0.79963193006671
1,170,-219.404071773638,-1.71256038647343,-2.25
1,171,72.6474005060954,2.69835518748562,-0.21468829077525
1,172,-74.0908672647802,-6.20652173913043,2.68328732459167
1,173,227.762134805613,-4.01184725097768,0.120140326662067
1,174,9.38233264320206,5.06780538302277,-3.84357027835289
1,175,-88.4572693811833,-11.7319990798252,2.43903841729929
1,176,35.0626293995856,-1.63250517598343,3.23355187485623
1,177,190.729698642742,-0.0508971704623846,0.249079825166774
1,178,69.2475270301356,-5.08620887968714,4.13394294916034
1,179,61.1669542213012,6.67385553255119,-2.64360478490914
1,180,-110.149930986888,-6.57091097308489,2.55676328502415
1,181,68.5051184725089,0.46808143547274,1.41977225672878
1,182,31.595928226362,0.609845870715439,0.719289164941337
1,183,111.713308028526,-5.63060731538992,3.74953991258339
1,184,-18.5965608465613,5.71871405567058,-2.96227283183806
1,185,-0.926155969634237,0.190648723257425,-1.93133195307108
1,186,-49.8346560846567,2.89676788589832,-0.179721647112956
1,187,161.02536231884,4.30348516218082,-2.18133195307108
1,188,81.0063837129046,-2.49344375431332,0.183862433862437
1,189,-111.760006901311,3.99959742351047,-2.21543593282724
1,190,27.3807798481703,4.88170002300437,0.917874396135261
1,191,-68.2925005751094,2.2080745341615,-1.29945939728549
1,192,127.469634230503,-1.69105129974695,-3.0752242926156
1,193,-82.6247412008279,4.05722337244077,2.86841499884978
1,194,274.21480331263,7.7314239705544,-1.56682769726248
1,195,149.595468138946,-1.76564297216471,-0.508914193696803
1,196,-37.8170577409701,5.08212560386474,0.183172302737518
1,197,56.6856452726015,-5.61927766275592,-0.354784909132739
1,198,121.970784449045,3.41568898090637,-1.78105590062112
1,199,195.392224522659,-7.73349436392914,2.99838969404186
1,200,97.9007936507933,-4.99833218311479,1.37065792500575
