DOMAINVALUE	STRATUM	ID	X1	X2	X3	X4	X5	X6	Y1	Y2	Y3	Y4	LABEL
1	1*1*1*1*1*1	1667	1	1	1	1	1	1	34	39	55	20	1
1	1*1*1*1*1*1	1776	1	1	1	1	1	1	13	16	25	16	1
1	1*1*1*1*1*1	1777	1	1	1	1	1	1	17	12	24	17	1
1	1*1*1*1*1*1	1778	1	1	1	1	1	1	24	24	17	4	1
1	1*1*1*1*1*1	1671	1	1	1	1	1	1	29	35	61	19	1
1	1*1*1*1*1*1	1672	1	1	1	1	1	1	34	40	57	13	1
1	1*1*1*1*1*1	1781	1	1	1	1	1	1	22	12	27	6	1
1	1*1*1*1*1*1	1702	1	1	1	1	1	1	40	32	44	9	1
1	1*1*1*1*1*1	1783	1	1	1	1	1	1	15	16	21	13	1
1	1*1*1*1*1*1	1784	1	1	1	1	1	1	12	10	18	25	1
1	1*1*1*1*1*1	1745	1	1	1	1	1	1	23	22	27	27	1
1	1*1*1*1*1*1	1598	1	1	1	1	1	1	59	42	57	32	1
1	1*1*1*1*1*1	1787	1	1	1	1	1	1	11	12	21	19	1
1	1*1*1*1*1*1	1563	1	1	1	1	1	1	45	70	70	25	1
1	1*1*1*1*1*1	1709	1	1	1	1	1	1	36	36	37	13	1
1	1*1*1*1*1*1	1790	1	1	1	1	1	1	17	17	18	9	1
1	1*1*1*1*1*1	1804	1	1	1	1	1	1	15	13	15	7	1
1	1*1*1*1*1*1	1716	1	1	1	1	1	1	28	22	48	19	1
1	1*1*1*1*1*1	1676	1	1	1	1	1	1	31	50	41	21	1
1	1*1*1*1*1*1	1673	1	1	1	1	1	1	20	27	47	50	1
1	1*1*1*1*1*1	1674	1	1	1	1	1	1	29	44	43	28	1
1	1*1*1*1*1*1	1821	1	1	1	1	1	1	3	3	16	11	1
1	1*1*1*1*1*1	1818	1	1	1	1	1	1	5	5	14	9	1
1	1*1*1*1*1*1	1798	1	1	1	1	1	1	14	11	15	12	1
1	1*1*1*1*1*1	1691	1	1	1	1	1	1	29	57	30	16	1
1	1*1*1*1*1*1	1574	1	1	1	1	1	1	31	49	77	43	1
1	1*1*1*1*1*1	1823	1	1	1	1	1	1	7	6	7	7	1
1	1*1*1*1*1*1	1561	1	1	1	1	1	1	55	74	54	28	1
1	1*1*2*1*1*1	1612	1	1	2	1	1	1	50	45	54	32	1
1	1*1*2*1*1*1	1585	1	1	2	1	1	1	48	47	63	39	1
1	1*2*1*1*1*1	1694	1	2	1	1	1	1	37	41	30	22	1
1	1*2*1*1*1*1	1587	1	2	1	1	1	1	40	54	61	41	1
1	1*2*1*1*1*1	1619	1	2	1	1	1	1	45	51	45	35	1
1	1*2*1*1*1*1	1749	1	2	1	1	1	1	15	26	42	12	1
1	1*2*1*1*1*1	1557	1	2	1	1	1	1	68	65	62	17	1
1	1*2*1*2*1*1	1701	1	2	1	2	1	1	31	38	34	22	1
1	1*2*1*2*1*1	1653	1	2	1	2	1	1	27	38	54	36	1
1	1*2*1*3*1*1	1559	1	2	1	3	1	1	48	70	63	31	1
1	1*3*1*2*1*1	1769	1	3	1	2	1	1	20	23	23	12	1
1	10*1*1*1*1*1	189	10	1	1	1	1	1	1260	1148	1225	602	2
1	10*1*1*1*1*1	197	10	1	1	1	1	1	928	1273	1481	396	2
1	10*1*1*1*1*2	231	10	1	1	1	1	2	878	969	1109	640	2
1	10*1*1*1*2*1	191	10	1	1	1	2	1	983	1390	1384	453	2
1	10*1*2*1*1*1	185	10	1	2	1	1	1	1262	1291	1281	447	2
1	10*1*2*1*1*2	221	10	1	2	1	1	2	973	1008	1231	479	2
1	10*2*1*2*1*2	193	10	2	1	2	1	2	1021	1121	1377	661	2
1	10*2*2*1*2*2	180	10	2	2	1	2	2	1235	1264	1276	596	2
1	10*2*2*1*2*2	199	10	2	2	1	2	2	1026	1066	1436	540	2
1	10*3*2*2*2*1	233	10	3	2	2	2	1	944	1033	1127	463	2
1	10*3*2*2*2*1	184	10	3	2	2	2	1	993	1054	1340	910	2
1	10*3*2*2*2*1	183	10	3	2	2	2	1	940	936	1339	1118	2
1	11*1*1*1*2*1	166	11	1	1	1	2	1	1140	1062	1701	794	2
1	11*1*2*1*2*2	148	11	1	2	1	2	2	1312	1286	1859	725	3
1	11*1*2*1*2*2	149	11	1	2	1	2	2	1238	1591	1582	728	3
1	11*2*1*1*2*1	167	11	2	1	1	2	1	1196	1140	1627	732	2
1	11*2*2*1*2*1	130	11	2	2	1	2	1	1659	1596	1562	770	3
1	11*2*2*1*2*3	129	11	2	2	1	2	3	1642	1799	1779	475	3
1	11*2*2*2*2*1	139	11	2	2	2	2	1	1219	1519	1812	791	3
1	11*3*2*2*2*1	138	11	3	2	2	2	1	1321	1454	1731	844	3
1	12*1*1*1*1*1	121	12	1	1	1	1	1	1434	2314	1751	564	3
1	12*1*1*1*1*1	97	12	1	1	1	1	1	1686	2174	2397	964	3
1	12*1*1*1*1*2	94	12	1	1	1	1	2	1980	2379	2474	665	3
1	12*1*1*1*1*2	108	12	1	1	1	1	2	1689	2282	2005	601	3
1	12*1*1*1*2*1	92	12	1	1	1	2	1	1791	2074	2662	989	3
1	12*1*1*1*2*1	112	12	1	1	1	2	1	1698	1515	2206	925	3
1	12*1*1*1*2*2	101	12	1	1	1	2	2	1903	1867	2314	720	3
1	12*1*3*1*2*2	95	12	1	3	1	2	2	1724	2089	2261	1220	2
1	12*2*1*1*1*3	109	12	2	1	1	1	3	1532	1891	2143	984	3
1	12*2*1*2*2*1	93	12	2	1	2	2	1	1811	2013	2488	1203	3
1	12*2*1*3*2*1	122	12	2	1	3	2	1	1277	2522	1682	507	3
1	12*3*2*2*2*2	114	12	3	2	2	2	2	1513	1673	2147	928	3
1	12*3*2*3*2*1	111	12	3	2	3	2	1	1449	2076	1995	1016	3
1	12*3*3*2*2*1	115	12	3	3	2	2	1	1920	1461	1944	932	3
1	12*3*3*2*2*2	123	12	3	3	2	2	2	1520	1538	1922	993	3
1	13*1*1*1*2*1	64	13	1	1	1	2	1	2209	2208	3434	1908	3
1	13*1*1*1*2*1	78	13	1	1	1	2	1	2398	2257	2955	1282	3
1	13*1*1*1*2*1	85	13	1	1	1	2	1	1830	2265	2925	1094	3
1	13*1*2*1*2*1	75	13	1	2	1	2	1	2203	2551	3176	1146	3
1	13*1*2*1*2*1	84	13	1	2	1	2	1	1800	2001	3045	1424	3
1	13*1*2*1*2*2	66	13	1	2	1	2	2	2716	3418	2923	606	3
1	13*2*2*1*2*3	86	13	2	2	1	2	3	2088	2182	2449	1236	3
1	14*1*1*1*2*1	46	14	1	1	1	2	1	3057	3156	4116	1812	3
1	14*1*1*1*2*1	60	14	1	1	1	2	1	2914	2785	3451	1159	3
1	14*1*1*1*2*1	62	14	1	1	1	2	1	2093	2625	3450	2062	3
1	14*1*1*1*2*1	53	14	1	1	1	2	1	2032	3311	3458	2154	3
1	14*1*1*1*2*2	63	14	1	1	1	2	2	2320	3548	3309	1050	3
1	14*3*1*1*2*2	49	14	3	1	1	2	2	2836	3353	3692	1709	3
1	15*1*1*1*2*1	27	15	1	1	1	2	1	3541	5207	4713	2741	4
1	15*1*1*1*2*1	25	15	1	1	1	2	1	3716	4854	5449	2400	4
1	15*1*1*1*2*1	29	15	1	1	1	2	1	3107	4066	5705	3156	4
1	15*1*1*1*2*2	18	15	1	1	1	2	2	4116	6224	5696	2370	4
1	15*1*1*1*2*2	22	15	1	1	1	2	2	3772	6102	5354	2362	4
1	15*1*1*1*2*2	28	15	1	1	1	2	2	3747	5276	5183	1976	4
1	15*1*1*1*2*2	39	15	1	1	1	2	2	2940	4388	4408	2418	4
1	15*1*2*1*2*3	17	15	1	2	1	2	3	4424	5800	7121	2203	4
1	15*1*2*1*2*3	38	15	1	2	1	2	3	3156	3943	4918	2300	4
1	15*2*1*1*2*3	42	15	2	1	1	2	3	3359	4170	4509	1895	4
1	15*2*2*1*2*3	36	15	2	2	1	2	3	3419	4288	4522	2132	4
1	16*1*1*1*2*2	11	16	1	1	1	2	2	7519	8926	9493	3621	4
1	16*1*1*1*2*2	13	16	1	1	1	2	2	5797	7681	8429	3781	4
1	16*1*2*1*2*3	14	16	1	2	1	2	3	5796	7279	7126	4175	4
1	16*1*3*1*2*3	12	16	1	3	1	2	3	6732	7998	8492	3949	4
1	16*2*2*1*2*1	15	16	2	2	1	2	1	4790	6615	6931	4118	4
1	18*1*1*1*3*2	1	18	1	1	1	3	2	32429	60074	57063	28398	5
1	18*2*2*1*3*2	4	18	2	2	1	3	2	24291	44202	35421	21000	5
1	2*1*1*1*1*1	1395	2	1	1	1	1	1	85	87	99	40	1
1	2*1*1*1*1*1	1530	2	1	1	1	1	1	43	52	96	39	1
1	2*1*1*1*1*1	1377	2	1	1	1	1	1	90	87	99	44	1
1	2*1*1*1*1*1	1516	2	1	1	1	1	1	62	52	75	48	1
1	2*1*1*1*1*1	1327	2	1	1	1	1	1	72	99	131	46	1
1	2*1*1*1*1*1	1543	2	1	1	1	1	1	75	48	75	25	1
1	2*1*1*1*1*1	1515	2	1	1	1	1	1	64	57	86	30	1
1	2*1*1*1*1*1	1414	2	1	1	1	1	1	88	90	103	14	1
1	2*1*1*1*1*1	1443	2	1	1	1	1	1	87	71	75	42	1
1	2*1*1*1*1*1	1439	2	1	1	1	1	1	80	70	77	51	1
1	2*1*1*1*1*1	1372	2	1	1	1	1	1	92	105	101	25	1
1	2*1*1*1*1*1	1525	2	1	1	1	1	1	61	61	77	34	1
1	2*1*1*1*1*1	1286	2	1	1	1	1	1	93	122	115	43	1
1	2*1*1*1*1*1	1542	2	1	1	1	1	1	53	52	78	41	1
1	2*1*1*1*1*1	1299	2	1	1	1	1	1	103	103	119	40	1
1	2*1*1*1*1*1	1407	2	1	1	1	1	1	74	67	95	66	1
1	2*1*1*1*1*1	1528	2	1	1	1	1	1	72	41	75	44	1
1	2*1*1*1*1*1	1437	2	1	1	1	1	1	73	64	97	45	1
1	2*1*1*1*1*1	1318	2	1	1	1	1	1	82	115	92	64	1
1	2*1*1*1*1*1	1277	2	1	1	1	1	1	123	125	92	41	1
1	2*1*1*1*1*1	1398	2	1	1	1	1	1	84	86	95	43	1
1	2*1*1*1*1*1	1332	2	1	1	1	1	1	98	99	113	35	1
1	2*1*1*1*1*1	1483	2	1	1	1	1	1	65	76	72	42	1
1	2*1*1*1*1*1	1337	2	1	1	1	1	1	84	100	120	39	1
1	2*1*1*1*1*1	1335	2	1	1	1	1	1	88	63	128	65	1
1	2*1*1*1*1*1	1296	2	1	1	1	1	1	94	101	136	37	1
1	2*1*1*1*1*1	1285	2	1	1	1	1	1	97	101	116	59	1
1	2*1*1*1*1*1	1458	2	1	1	1	1	1	66	62	93	46	1
1	2*1*1*1*1*1	1461	2	1	1	1	1	1	74	58	102	31	1
1	2*1*1*1*1*1	1326	2	1	1	1	1	1	81	97	113	57	1
1	2*1*1*1*1*1	1341	2	1	1	1	1	1	91	90	127	34	1
1	2*1*1*1*1*1	1410	2	1	1	1	1	1	61	83	111	45	1
1	2*1*1*1*1*1	1452	2	1	1	1	1	1	68	66	87	49	1
1	2*1*1*1*1*1	1291	2	1	1	1	1	1	133	78	120	39	1
1	2*1*1*1*1*1	1305	2	1	1	1	1	1	89	90	138	43	1
1	2*1*1*1*1*1	1361	2	1	1	1	1	1	101	119	80	30	1
1	2*1*1*1*1*1	1523	2	1	1	1	1	1	57	66	65	47	1
1	2*1*1*1*1*1	1268	2	1	1	1	1	1	88	120	138	44	1
1	2*1*1*1*1*1	1350	2	1	1	1	1	1	97	86	92	59	1
1	2*1*1*1*1*1	1324	2	1	1	1	1	1	89	90	109	61	1
1	2*1*1*1*1*1	1403	2	1	1	1	1	1	77	67	113	48	1
1	2*1*1*1*1*1	1273	2	1	1	1	1	1	111	93	121	58	1
1	2*1*1*1*1*1	1420	2	1	1	1	1	1	67	77	112	34	1
1	2*1*1*1*1*1	1475	2	1	1	1	1	1	60	89	85	25	1
1	2*1*1*1*1*1	1477	2	1	1	1	1	1	83	58	85	32	1
1	2*1*1*1*1*1	1276	2	1	1	1	1	1	105	100	122	55	1
1	2*1*1*1*1*1	1290	2	1	1	1	1	1	86	82	149	53	1
1	2*1*1*1*1*1	1425	2	1	1	1	1	1	85	84	77	42	1
1	2*1*1*1*1*1	1521	2	1	1	1	1	1	78	53	76	28	1
1	2*1*1*1*1*1	1360	2	1	1	1	1	1	73	91	113	54	1
1	2*1*1*1*1*1	1442	2	1	1	1	1	1	79	90	79	28	1
1	2*1*1*1*1*1	1388	2	1	1	1	1	1	102	74	98	40	1
1	2*1*1*1*1*1	1526	2	1	1	1	1	1	67	70	82	14	1
1	2*1*1*1*1*1	1434	2	1	1	1	1	1	70	75	87	48	1
1	2*1*1*1*1*1	1338	2	1	1	1	1	1	76	92	136	39	1
1	2*1*1*1*1*1	1393	2	1	1	1	1	1	97	79	97	39	1
1	2*1*1*1*1*1	1527	2	1	1	1	1	1	56	67	80	30	1
1	2*1*1*1*1*1	1533	2	1	1	1	1	1	64	49	76	38	1
1	2*1*1*1*1*1	1369	2	1	1	1	1	1	85	103	98	41	1
1	2*1*1*1*1*1	1334	2	1	1	1	1	1	92	80	115	57	1
1	2*1*1*1*1*1	1491	2	1	1	1	1	1	56	60	100	35	1
1	2*1*1*1*1*1	1336	2	1	1	1	1	1	108	84	103	49	1
1	2*1*1*1*1*1	1548	2	1	1	1	1	1	67	61	78	16	1
1	2*1*1*1*1*1	1498	2	1	1	1	1	1	72	57	66	51	1
1	2*1*1*1*1*1	1374	2	1	1	1	1	1	69	110	114	29	1
1	2*1*1*1*1*1	1553	2	1	1	1	1	1	52	59	69	37	1
1	2*1*1*1*1*1	1345	2	1	1	1	1	1	65	86	135	53	1
1	2*1*1*1*1*1	1385	2	1	1	1	1	1	71	95	103	48	1
1	2*1*1*1*1*1	1378	2	1	1	1	1	1	79	101	114	26	1
1	2*1*1*1*1*1	1508	2	1	1	1	1	1	56	75	76	34	1
1	2*1*1*1*1*1	1428	2	1	1	1	1	1	66	83	89	46	1
1	2*1*1*1*1*1	1347	2	1	1	1	1	1	91	95	122	29	1
1	2*1*1*1*1*1	1386	2	1	1	1	1	1	93	98	97	28	1
1	2*1*1*1*1*1	1297	2	1	1	1	1	1	82	96	116	74	1
1	2*1*1*1*1*1	1426	2	1	1	1	1	1	64	96	76	50	1
1	2*1*1*1*1*2	1301	2	1	1	1	1	2	98	106	116	43	1
1	2*1*1*2*1*1	1272	2	1	1	2	1	1	102	95	121	67	1
1	2*1*1*2*1*1	1550	2	1	1	2	1	1	53	64	69	35	1
1	2*1*2*1*1*1	1399	2	1	2	1	1	1	89	67	92	60	1
1	2*1*2*1*1*1	1381	2	1	2	1	1	1	102	71	98	48	1
1	2*1*2*1*1*1	1270	2	1	2	1	1	1	102	113	125	49	1
1	2*1*2*1*1*1	1366	2	1	2	1	1	1	90	91	100	47	1
1	2*1*2*1*1*1	1411	2	1	2	1	1	1	72	94	93	40	1
1	2*1*2*1*1*1	1440	2	1	2	1	1	1	73	63	85	56	1
1	2*1*2*1*1*1	1319	2	1	2	1	1	1	103	98	120	31	1
1	2*1*2*1*1*1	1351	2	1	2	1	1	1	94	106	81	53	1
1	2*1*2*1*1*1	1295	2	1	2	1	1	1	107	104	101	56	1
1	2*1*2*1*1*1	1340	2	1	2	1	1	1	102	110	93	37	1
1	2*1*2*1*1*1	1422	2	1	2	1	1	1	75	66	100	49	1
1	2*1*2*1*1*1	1339	2	1	2	1	1	1	66	92	120	64	1
1	2*1*2*1*1*1	1331	2	1	2	1	1	1	95	107	103	40	1
1	2*1*2*1*1*1	1497	2	1	2	1	1	1	69	68	73	37	1
1	2*1*2*1*1*1	1400	2	1	2	1	1	1	77	70	101	60	1
1	2*2*1*1*1*1	1325	2	2	1	1	1	1	105	96	96	51	1
1	2*2*1*1*1*1	1383	2	2	1	1	1	1	74	80	103	61	1
1	2*2*1*1*1*1	1537	2	2	1	1	1	1	60	62	65	39	1
1	2*2*1*1*1*1	1404	2	2	1	1	1	1	80	79	97	48	1
1	2*2*1*2*1*1	1353	2	2	1	2	1	1	86	83	107	57	1
1	2*2*1*2*1*1	1274	2	2	1	2	1	1	77	71	159	76	1
1	2*2*1*2*1*1	1314	2	2	1	2	1	1	92	92	100	72	1
1	2*2*1*2*1*1	1471	2	2	1	2	1	1	61	64	71	65	1
1	2*2*1*2*1*1	1328	2	2	1	2	1	1	51	65	117	114	1
1	2*2*1*2*1*1	1472	2	2	1	2	1	1	59	64	86	51	1
1	2*2*1*2*1*1	1433	2	2	1	2	1	1	50	79	79	73	1
1	2*2*1*2*1*1	1380	2	2	1	2	1	1	92	85	100	42	1
1	2*2*2*1*1*1	1367	2	2	2	1	1	1	90	80	99	59	1
1	2*2*2*1*1*1	1449	2	2	2	1	1	1	69	81	85	37	1
1	2*2*2*2*1*1	1292	2	2	2	2	1	1	90	91	120	67	1
1	3*1*1*1*1*1	1083	3	1	1	1	1	1	139	112	232	57	1
1	3*1*1*1*1*1	1201	3	1	1	1	1	1	115	132	142	50	1
1	3*1*1*1*1*1	1187	3	1	1	1	1	1	127	123	145	56	1
1	3*1*1*1*1*1	1068	3	1	1	1	1	1	187	172	154	47	1
1	3*1*1*1*1*1	1111	3	1	1	1	1	1	146	115	199	53	1
1	3*1*1*1*1*1	1069	3	1	1	1	1	1	150	151	187	71	1
1	3*1*1*1*1*1	1119	3	1	1	1	1	1	125	100	187	92	1
1	3*1*1*1*1*1	1101	3	1	1	1	1	1	120	133	163	108	1
1	3*1*1*1*1*1	1242	3	1	1	1	1	1	120	111	127	46	1
1	3*1*1*1*1*1	1227	3	1	1	1	1	1	93	118	151	52	1
1	3*1*1*1*1*1	1061	3	1	1	1	1	1	141	218	153	53	1
1	3*1*1*1*1*1	1065	3	1	1	1	1	1	150	184	183	46	1
1	3*1*1*1*1*1	1214	3	1	1	1	1	1	110	113	133	71	1
1	3*1*1*1*1*1	1082	3	1	1	1	1	1	144	181	173	45	1
1	3*1*1*1*1*1	1172	3	1	1	1	1	1	106	148	145	65	1
1	3*1*1*1*1*1	1234	3	1	1	1	1	1	112	100	115	83	1
1	3*1*1*1*1*1	1097	3	1	1	1	1	1	113	113	215	87	1
1	3*1*1*1*1*1	1188	3	1	1	1	1	1	137	104	184	25	1
1	3*1*1*1*1*1	1189	3	1	1	1	1	1	81	135	162	71	1
1	3*1*1*1*1*1	1225	3	1	1	1	1	1	130	140	110	37	1
1	3*1*1*1*1*1	1168	3	1	1	1	1	1	104	134	156	73	1
1	3*1*1*1*1*1	1145	3	1	1	1	1	1	105	177	140	66	1
1	3*1*1*1*1*1	1064	3	1	1	1	1	1	140	147	198	79	1
1	3*1*1*1*1*1	1046	3	1	1	1	1	1	165	154	196	66	1
1	3*1*1*1*1*1	1078	3	1	1	1	1	1	115	153	216	63	1
1	3*1*1*1*1*1	1056	3	1	1	1	1	1	156	170	184	63	1
1	3*1*1*1*1*1	1254	3	1	1	1	1	1	99	123	124	51	1
1	3*1*1*1*1*1	1050	3	1	1	1	1	1	170	124	207	77	1
1	3*1*1*1*1*1	1198	3	1	1	1	1	1	129	122	147	43	1
1	3*1*1*1*1*1	1265	3	1	1	1	1	1	93	107	142	50	1
1	3*1*1*1*1*1	1179	3	1	1	1	1	1	152	131	145	30	1
1	3*1*1*1*1*1	1206	3	1	1	1	1	1	99	99	149	88	1
1	3*1*1*1*1*1	1090	3	1	1	1	1	1	125	136	186	87	1
1	3*1*1*1*1*1	1197	3	1	1	1	1	1	111	125	145	63	1
1	3*1*1*1*1*1	1263	3	1	1	1	1	1	100	101	143	48	1
1	3*1*1*1*1*1	1098	3	1	1	1	1	1	98	132	178	120	1
1	3*1*1*1*1*1	1103	3	1	1	1	1	1	118	158	178	68	1
1	3*1*1*2*1*1	1241	3	1	1	2	1	1	121	96	125	62	1
1	3*1*1*2*1*1	1255	3	1	1	2	1	1	102	110	116	69	1
1	3*1*2*1*1*1	1229	3	1	2	1	1	1	96	108	142	66	1
1	3*1*2*1*1*1	1202	3	1	2	1	1	1	140	103	137	58	1
1	3*1*2*1*1*1	1178	3	1	2	1	1	1	140	142	124	53	1
1	3*1*2*1*1*1	1231	3	1	2	1	1	1	116	111	129	55	1
1	3*1*2*1*1*1	1180	3	1	2	1	1	1	137	117	152	50	1
1	3*1*2*1*1*1	1215	3	1	2	1	1	1	123	104	146	54	1
1	3*1*2*1*1*1	1132	3	1	2	1	1	1	133	141	169	53	1
1	3*1*2*1*1*1	1063	3	1	2	1	1	1	161	137	206	61	1
1	3*1*2*1*1*1	1093	3	1	2	1	1	1	136	126	181	87	1
1	3*1*2*1*1*1	1085	3	1	2	1	1	1	143	151	171	73	1
1	3*1*2*1*1*1	1049	3	1	2	1	1	1	154	178	182	65	1
1	3*1*2*1*1*1	1246	3	1	2	1	1	1	108	111	117	66	1
1	3*1*2*1*1*1	1219	3	1	2	1	1	1	100	119	140	63	1
